trackName,endTime,artistName,msPlayed,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,primary_artist,Likes_Song
Dark Horse,2022-01-27 18:25,Katy Perry,215672,5jrdCoLpJSvHHorevXBATy,Dark Horse,78,215672,0,"['Katy Perry', 'Juicy J']","['6jJ0s89eD6GaHleKKya26X', '5gCRApTajqwbnHHPbr2Fpi']",2013-10-18,0.645,0.585,6,-6.122000000000001,1,0.0513,0.00314,0.0,0.165,0.353,131.931,4,Katy Perry,True
Dark Queen,2021-10-12 02:18,Lil Uzi Vert,173419,2ZdCrBA52bb4pIG3tOOZiQ,Dark Queen,69,173419,1,['Lil Uzi Vert'],['4O15NlyKLIASxsJ0PrXPfz'],2017-08-25,0.747,0.606,4,-5.2860000000000005,1,0.172,0.222,0.0,0.281,0.2,155.055,4,Lil Uzi Vert,True
Deck The Halls,2021-11-06 00:46,Nat King Cole,69000,0yOLhQVpava7cJhVDbCvSh,Deck The Halls,29,69000,0,['Nat King Cole'],['7v4imS0moSyGdXyLgVTIV7'],1990-01-01,0.638,0.409,9,-9.882,1,0.0385,0.66,0.0,0.0643,0.968,107.21600000000001,4,Nat King Cole,True
Deep Wounds,2021-11-02 14:31,Polo G,171360,1EXgignL7eG2MHErBEAD5d,Deep Wounds,69,180293,1,['Polo G'],['6AgTAQt8XS6jRWi4sX7w49'],2019-06-07,0.6609999999999999,0.5720000000000001,1,-7.101,1,0.33799999999999997,0.0149,0.0,0.175,0.33899999999999997,159.961,4,Polo G,True
Demons,2022-09-07 15:02,Imagine Dragons,175200,5qaEfEh1AtSdrdrByCP7qR,Demons,82,177507,0,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],2012-09-04,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.26899999999999996,0.428,89.93799999999999,4,Imagine Dragons,True
Demons and Angels (feat. Juice WRLD),2022-09-07 15:06,A Boogie Wit da Hoodie,214592,3L19besdNQzd342qL78xqm,Demons and Angels (feat. Juice WRLD),73,214593,1,"['A Boogie Wit da Hoodie', 'Juice WRLD']","['31W5EY0aAly4Qieq6OFu6I', '4MCBfE4596Uoi2O4DtmEMz']",2018-12-21,0.81,0.55,2,-7.46,0,0.17,0.0114,5.69e-06,0.107,0.183,76.503,4,A Boogie Wit da Hoodie,True
Desconocidos,2022-09-12 18:31,Mau y Ricky,108499,56f5qnyAlZdlz8wrUDA50h,Desconocidos,74,204564,1,"['Mau y Ricky', 'Manuel Turizo', 'Camilo']","['2wkoKEfS6dXwThbyTnZWFU', '0tmwSHipWxN12fsoLcFU3B', '28gNT5KBp7IjEOQoevXf9N']",2019-05-03,0.7190000000000001,0.753,7,-4.891,1,0.179,0.11800000000000001,4.21e-06,0.212,0.675,174.107,4,Mau y Ricky,True
Deserve You,2022-04-03 16:05,Justin Bieber,187238,5NU40QTlXrDUJzDBdv79bg,Deserve You,82,187239,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2021-03-19,0.677,0.633,7,-7.831,1,0.0771,0.0314,0.0,0.11199999999999999,0.409,89.934,4,Justin Bieber,True
Despacito,2022-09-22 16:01,Luis Fonsi,229360,6habFhsOp2NvshLv26DqMb,Despacito,80,229360,0,"['Luis Fonsi', 'Daddy Yankee']","['4V8Sr092TqfHkfAA5fXXqG', '4VMYDCV2IEDYJArk749S6m']",2019-02-01,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.8390000000000001,177.928,4,Luis Fonsi,True
Despacito - Remix,2021-10-27 21:42,Luis Fonsi,230413,6rPO02ozF3bM7NnOV4h6s2,Despacito - Remix,74,228827,0,"['Luis Fonsi', 'Daddy Yankee', 'Justin Bieber']","['4V8Sr092TqfHkfAA5fXXqG', '4VMYDCV2IEDYJArk749S6m', '1uNFoZAHBGtllmzznpCI3s']",2017-04-17,0.653,0.816,2,-4.353,1,0.16699999999999998,0.228,0.0,0.0967,0.816,178.085,4,Luis Fonsi,True
Despeinada,2022-09-22 17:20,Ozuna,224186,0JAZWvvqttGFm4UMDsPQXC,Despeinada,82,224187,0,"['Ozuna', 'Camilo']","['1i8SpTcr7yvPOmcqrbnVXY', '28gNT5KBp7IjEOQoevXf9N']",2020-09-04,0.7340000000000001,0.775,8,-3.855,1,0.0614,0.18600000000000003,0.000542,0.12300000000000001,0.72,166.03900000000002,4,Ozuna,True
Diamonds,2022-04-30 16:22,Sam Smith,70533,5hvwx5i67IwnCkjl9VHkNv,Diamonds,81,213869,0,['Sam Smith'],['2wY79sveU1sp5g7SokKOiI'],2020-09-17,0.653,0.667,10,-6.763999999999999,0,0.0423,0.154,0.0,0.107,0.556,104.181,4,Sam Smith,True
Die For You (feat. Dominic Fike),2022-03-30 03:19,Justin Bieber,8560,7aely3H8kMj9o0gt6vXHE1,Die For You (feat. Dominic Fike),81,198426,0,"['Justin Bieber', 'Dominic Fike']","['1uNFoZAHBGtllmzznpCI3s', '6USv9qhCn6zfxlBQIYJ9qs']",2021-03-19,0.728,0.629,1,-6.629,1,0.0318,0.00196,1.94e-06,0.0847,0.71,135.031,4,Justin Bieber,False
Die Young,2022-01-25 18:23,Kesha,222820,7EQGXaVSyEDsCWKmUcfpLk,Die Young,79,211920,0,['Kesha'],['6LqNN22kT3074XbTVUrhzX'],2012-11-30,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.8009999999999999,128.001,4,Kesha,True
Digits,2022-01-28 00:08,Young Thug,51550,4cg1yakyRSIOjxKM2I7J1q,Digits,68,176387,1,['Young Thug'],['50co4Is1HCEo8bhOyUWKpn'],2016-03-25,0.769,0.632,10,-4.228,0,0.0537,0.0325,0.0,0.11599999999999999,0.294,131.93200000000002,4,Young Thug,True
Diva (feat. Lil Tecca),2021-11-17 22:32,The Kid LAROI,172004,7gVwgc8b3XnO87TpmXXFA5,Diva (feat. Lil Tecca),78,172005,1,"['The Kid LAROI', 'Lil Tecca']","['2tIP7SsRs7vjIcLrU85W8J', '4Ga1P7PMIsmqEZqhYZQgDo']",2020-01-31,0.6859999999999999,0.703,6,-6.141,0,0.0606,0.00728,0.0,0.0946,0.457,144.90200000000002,4,The Kid LAROI,True
Do It Again,2021-10-06 21:26,Pia Mia,134356,72Bz4ciRZPBcVSw0nrZDHi,Do It Again,76,207747,1,"['Pia Mia', 'Chris Brown', 'Tyga']","['1BhWF9W2PngtPSyobKg0rP', '7bXgB6jMjp9ATFy66eO08Z', '5LHRHt1k9lMyONurDHEdrp']",2015-05-04,0.7120000000000001,0.564,8,-6.527,1,0.047,0.0266,0.0,0.0874,0.41100000000000003,95.95,4,Pia Mia,True
Do What I Want,2022-03-04 18:10,Lil Uzi Vert,175203,4IWGnyOHDrVZEtPWfs4s7q,Do What I Want,69,175203,1,['Lil Uzi Vert'],['4O15NlyKLIASxsJ0PrXPfz'],2016-08-10,0.6809999999999999,0.701,9,-6.336,1,0.0767,0.106,0.0,0.20800000000000002,0.39799999999999996,139.952,4,Lil Uzi Vert,True
Don't Cry For Me (with Jason Derulo),2022-04-30 16:20,Alok,155769,0FLwo3U1NrjocfK2FDisrX,Don't Cry For Me (with Jason Derulo),71,155769,0,"['Alok', 'Martin Jensen', 'Jason Derulo']","['0NGAZxHanS9e0iNHpR8f2W', '4ehtJnVumNf6xzSCDk8aLB', '07YZf4WDAMNwqr4jfgOZ8y']",2020-07-10,0.69,0.5870000000000001,1,-6.53,0,0.0466,0.105,0.0,0.102,0.278,104.046,4,Alok,True
Don't Let Me Down (feat. Daya) - Illenium Remix,2022-02-22 23:40,The Chainsmokers,218933,15BlympuVSfZFROojEMY2M,Don't Let Me Down (feat. Daya) - Illenium Remix,65,218933,0,"['The Chainsmokers', 'Daya', 'ILLENIUM']","['69GGBxA162lTqCwzJG5jLp', '6Dd3NScHWwnW6obMFbl1BH', '45eNHdiiabvmbp4erw26rg']",2016-05-27,0.428,0.6559999999999999,11,-3.7119999999999997,1,0.075,0.0751,0.18100000000000002,0.15,0.355,79.648,4,The Chainsmokers,True
Don't Mind,2022-08-25 16:24,Kent Jones,198236,27PmvZoffODNFW2p7ehZTQ,Don't Mind,66,198237,1,['Kent Jones'],['3jHBxvZ9gbBkZ17wKUqVsO'],2016-04-25,0.46399999999999997,0.7709999999999999,8,-4.503,1,0.336,0.0235,0.0,0.063,0.69,158.77700000000002,4,Kent Jones,True
Don't Stop Believin',2022-02-08 16:59,Journey,250986,4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',82,250987,0,['Journey'],['0rvjqX7ttXeg3mTy8Xscbt'],1981,0.5,0.748,4,-9.072000000000001,1,0.0363,0.127,0.0,0.447,0.514,118.852,4,Journey,True
Don't Stop The Music,2022-01-19 03:00,Rihanna,2940,0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,79,267080,0,['Rihanna'],['5pKCCKE2ajJHZ9KAiaK11H'],2008-06-02,0.835,0.669,6,-5.582000000000001,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.66799999999999,4,Rihanna,False
Don't Tell 'Em,2022-04-04 21:29,Jeremih,266840,0Dc7J9VPV4eOInoxUiZrsL,Don't Tell 'Em,75,266840,1,"['Jeremih', 'YG']","['3KV3p5EY4AvKxOlhGHORLg', '0A0FS04o6zMoto8OKPsDwY']",2015-12-04,0.856,0.527,2,-5.225,1,0.0997,0.392,0.0,0.11,0.386,98.052,4,Jeremih,True
"Don't You Need Somebody (feat. Enrique Iglesias, R. City, Serayah & Shaggy)",2022-08-28 23:15,RedOne,207719,1TPUbLdzpfgF7wrPEXIAAB,"Don't You Need Somebody (feat. Enrique Iglesias, R. City, Serayah & Shaggy)",56,207720,0,"['RedOne', 'Enrique Iglesias', 'R. City', 'Serayah', 'Shaggy']","['6O9WquDfQTxGRZqZUXVEQx', '7qG3b048QCHVRO5Pv1T5lw', '4TH4BHy0LdBi3dpBW4P2UX', '3N3R2mEESjTYM3W6ye2bod', '5EvFsr3kj42KNv97ZEnqij']",2016-05-20,0.69,0.7020000000000001,11,-6.103,1,0.0901,0.247,0.0,0.262,0.611,92.99600000000001,4,RedOne,True
Down,2022-09-20 14:25,Jay Sean,212506,0MLX5HfrTW59Mau7UZ8wCP,Down,52,212520,0,"['Jay Sean', 'Lil Wayne']","['4pADjHPWyrlAF0FA7joK2H', '55Aa2cqylxrFIXC767Z865']",2009,0.6579999999999999,0.688,2,-4.506,1,0.0334,0.0106,0.0,0.0791,0.6890000000000001,66.001,4,Jay Sean,True
Down Below,2021-11-08 21:43,Roddy Ricch,52625,4SWWe2OYC4mqf40Gc2RSdl,Down Below,77,224002,1,['Roddy Ricch'],['757aE44tKEUQEqRuT6GnEB'],2018-11-02,0.9259999999999999,0.45399999999999996,6,-9.932,1,0.0732,0.036000000000000004,0.00042199999999999996,0.0896,0.34,119.969,4,Roddy Ricch,True
Down in New Orleans (Finale),2021-11-01 00:31,Anika Noni Rose,95493,1fvc8FP8MUrIbHGYb4kF89,Down in New Orleans (Finale),63,95493,0,['Anika Noni Rose'],['4fqk0Vw0VrIY8O2eWtmQO2'],2009-11-23,0.5820000000000001,0.831,0,-3.6439999999999997,1,0.0494,0.457,0.000339,0.17,0.722,147.981,4,Anika Noni Rose,True
Drankin N Smokin,2022-07-07 17:10,Future,213520,0k7wmahjkn389wAZdz19Cv,Drankin N Smokin,80,213520,1,"['Future', 'Lil Uzi Vert']","['1RyvyyTE3xzB2ZywiAwp0i', '4O15NlyKLIASxsJ0PrXPfz']",2020-11-13,0.752,0.6579999999999999,0,-6.297000000000001,1,0.342,0.0421,0.0,0.0927,0.387,151.951,4,Future,True
Dream On,2022-04-29 18:19,Aerosmith,10040,5MxNLUsfh7uzROypsoO5qe,Dream On,79,266960,0,['Aerosmith'],['7Ey4PD4MYsKc5I2dolUwbH'],1973-01-05,0.307,0.433,1,-10.057,1,0.028999999999999998,0.38799999999999996,9.08e-05,0.332,0.22399999999999998,160.9,4,Aerosmith,False
Dreams and Nightmares,2022-08-31 13:58,Meek Mill,334948,42zd6DYQ4o4SECmTITrM1U,Dreams and Nightmares,73,230693,1,['Meek Mill'],['20sxb77xiYeusSH8cVdatc'],2012-10-26,0.631,0.774,11,-2.459,1,0.3,0.46799999999999997,0.0,0.281,0.44,79.745,4,Meek Mill,True
Drew Barrymore,2021-09-29 15:49,Bryce Vine,146700,0OgGn1ofaj55l2PcihQQGV,Drew Barrymore,69,191147,1,['Bryce Vine'],['1ShZZUjkbXCjhwrb18BA8I'],2017-12-01,0.758,0.574,11,-6.888999999999999,0,0.0572,0.46,0.0027199999999999998,0.102,0.261,151.985,4,Bryce Vine,True
Drip Too Hard (Lil Baby & Gunna),2022-09-15 17:27,Lil Baby,282602,78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),82,145543,1,"['Lil Baby', 'Gunna']","['5f7VJjfbwm532GiveGC0ZK', '2hlmm7s2ICUX0LVIhVFlZQ']",2018-10-05,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.51100000000001,4,Lil Baby,True
Drip or Drown,2021-10-28 16:40,Gunna,11940,6ZthdsKjWtiCxnxbhs74vF,Drip or Drown,71,126168,1,['Gunna'],['2hlmm7s2ICUX0LVIhVFlZQ'],2017-11-30,0.9520000000000001,0.478,5,-8.52,0,0.361,0.774,0.0,0.11199999999999999,0.568,118.008,4,Gunna,False
Drive By,2022-09-20 02:02,Train,194153,0KAiuUOrLTIkzkpfpn9jb9,Drive By,78,195973,0,['Train'],['3FUY2gzHeIiaesXtOAdB7A'],2012-04-17,0.765,0.8370000000000001,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.02799999999999,4,Train,True
Drown (feat. Clinton Kane),2021-10-20 19:56,Martin Garrix,174062,4RVtBlHFKj51Ipvpfv5ER4,Drown (feat. Clinton Kane),77,174062,0,"['Martin Garrix', 'Clinton Kane']","['60d24wfXkVzDSfLS6hyCjZ', '7okSU80WTrn4LXlyXYbX3P']",2020-02-27,0.573,0.7390000000000001,9,-5.455,1,0.0581,0.212,0.0,0.175,0.363,120.07700000000001,4,Martin Garrix,True
Drowning (feat. Kodak Black),2021-12-11 22:45,A Boogie Wit da Hoodie,178235,1f5cbQtDrykjarZVrShaDI,Drowning (feat. Kodak Black),76,209269,1,"['A Boogie Wit da Hoodie', 'Kodak Black']","['31W5EY0aAly4Qieq6OFu6I', '46SHBwWsqBkxI7EeeBEQG7']",2017-09-29,0.8390000000000001,0.81,5,-5.274,0,0.0568,0.501,0.0,0.11699999999999999,0.8140000000000001,129.014,4,A Boogie Wit da Hoodie,True
Dubai Shit,2021-09-27 03:00,Huncho Jack,14330,6urLjX35oXXRYtcH1b3dCh,Dubai Shit,65,228431,1,"['Huncho Jack', 'Travis Scott', 'Quavo', 'Offset']","['6extd4B6hl8VTmnlhpl2bY', '0Y5tJX1MQlPlqiwlOH1tJY', '0VRj0yCOv2FXJNP47XQnx5', '4DdkRBBYG6Yk9Ka8tdJ9BW']",2017-12-21,0.774,0.529,5,-4.479,0,0.0532,0.0674,0.0,0.0814,0.22699999999999998,138.072,4,Huncho Jack,False
Dura,2022-09-21 16:41,Daddy Yankee,200480,6KuqAtoeVzxAYOaMveLNpH,Dura,73,200480,0,['Daddy Yankee'],['4VMYDCV2IEDYJArk749S6m'],2018-01-18,0.7829999999999999,0.84,1,-3.4160000000000004,1,0.051,0.174,0.0,0.41200000000000003,0.8390000000000001,95.001,4,Daddy Yankee,True
Dyin Breed,2021-10-26 16:04,Polo G,179773,2bGEPdcL80FFHQ3VxcYBJQ,Dyin Breed,69,179773,1,['Polo G'],['6AgTAQt8XS6jRWi4sX7w49'],2019-06-07,0.77,0.599,2,-8.663,0,0.6609999999999999,0.0131,0.0,0.0711,0.42700000000000005,159.966,4,Polo G,True
Dynamite,2022-08-27 22:56,Taio Cruz,202613,2CEgGE6aESpnmtfiZwYlbV,Dynamite,80,202613,0,['Taio Cruz'],['6MF9fzBmfXghAz953czmBC'],2010-01-01,0.7509999999999999,0.7829999999999999,4,-3.7239999999999998,1,0.0859,0.00379,0.0,0.036000000000000004,0.816,119.975,4,Taio Cruz,True
DÁKITI,2022-09-22 17:27,Bad Bunny,205090,47EiUVwUp4C9fGccaPuUCS,DÁKITI,92,205090,1,"['Bad Bunny', 'Jhay Cortez']","['4q3ewBCX7sLwd24euuV69X', '0EFisYRi20PTADoJrifHrz']",2020-10-30,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4,Bad Bunny,True
Eastside (with Halsey & Khalid),2022-07-29 18:12,benny blanco,170769,0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),79,173800,0,"['benny blanco', 'Halsey', 'Khalid']","['5CiGnKThu5ctn9pBxv7DGa', '26VFTg2z8YR0cCuwLzESi2', '6LuN9FCkKOj5PcnpouEgny']",2018-07-12,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.11599999999999999,0.319,89.391,4,benny blanco,True
Eenie Meenie,2022-09-19 22:48,Sean Kingston,201653,4vVTI94F9uJ8lHNDWKv0i2,Eenie Meenie,79,201947,0,"['Sean Kingston', 'Justin Bieber']","['6S0dmVVn4udvppDhZIWxCr', '1uNFoZAHBGtllmzznpCI3s']",2010-03-23,0.72,0.607,1,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223,4,Sean Kingston,True
Eenie Meenie,2022-09-19 22:48,Sean Kingston,201653,45O0tUN9Bh6LH4eNxQ07AT,Eenie Meenie,69,201653,0,['Sean Kingston'],['6S0dmVVn4udvppDhZIWxCr'],2020-02-28,0.7340000000000001,0.639,1,-3.241,1,0.0316,0.0348,0.0,0.102,0.836,121.212,4,Sean Kingston,True
El Manual,2022-09-12 15:11,Anuel AA,210623,7kOf0qHO4Rcwk6QJifZDRJ,El Manual,71,210624,0,['Anuel AA'],['2R21vXR83lH98kGeO99Y66'],2020-05-29,0.843,0.845,0,-2.344,1,0.0503,0.35,0.00168,0.0527,0.898,126.98899999999999,4,Anuel AA,True
Emai Poyave,2022-09-08 01:20,Sid Sriram,154691,14M1StehpwsydSGGy8z9eq,Emai Poyave,56,154691,0,['Sid Sriram'],['7qjJw7ZM2ekDSahLXPjIlN'],2018-12-10,0.4,0.34600000000000003,11,-7.7170000000000005,1,0.0311,0.8490000000000001,0.0,0.258,0.248,149.757,3,Sid Sriram,True
Emerald and Stone,2022-04-06 21:04,Brian Eno,1216,7Jd0MqZq15T4pDWts2G6Yl,Emerald and Stone,59,132307,0,"['Brian Eno', 'Jon Hopkins', 'Leo Abrahams']","['7MSUfLeTdDEoZiJPDSBXgi', '7yxi31szvlbwvKq9dYOmFI', '6g4q7DPLaVqWGnfMpAb2Yd']",2010-11-01,0.324,0.0379,11,-25.247,1,0.0554,0.987,0.907,0.0756,0.0383,120.169,4,Brian Eno,False
Emotionally Scarred,2022-08-26 16:42,Lil Baby,197529,7ge7BHazYbVKi8qyZUX1Bm,Emotionally Scarred,75,197530,1,['Lil Baby'],['5f7VJjfbwm532GiveGC0ZK'],2020-02-28,0.585,0.6409999999999999,6,-4.269,0,0.133,0.0286,0.0,0.316,0.266,88.28399999999999,4,Lil Baby,True
Empty,2021-11-02 16:02,Juice WRLD,248431,41MCdlvXOl62B7Kv86Bb1v,Empty,80,248431,1,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],2019-03-08,0.745,0.561,0,-4.869,1,0.0807,0.0758,0.0,0.133,0.449,77.557,4,Juice WRLD,True
End of Time,2021-11-05 22:50,K-391,187560,67O8CWXxPsfz8orZVGMQwf,End of Time,74,187560,0,"['K-391', 'Alan Walker', 'Ahrix']","['6pWcSL9wSJZQ9ne0TnhdWr', '7vk5e3vY1uw9plTHJAMwjN', '0kXCdaJ7C5MD27jXxzvHsa']",2020-03-06,0.81,0.7,4,-5.664,0,0.0399,0.267,6.69e-05,0.13699999999999998,0.193,116.01899999999999,4,K-391,True
Entre Tú y Yo,2022-09-10 15:40,Chema Rivas,224000,1CGhHQZF487xpWITQW1bam,Entre Tú y Yo,75,224000,0,['Chema Rivas'],['1tMWkquIkQtVD6vaZlDbSQ'],2020-02-13,0.8540000000000001,0.669,9,-5.206,0,0.0617,0.28800000000000003,0.0,0.221,0.484,120.023,4,Chema Rivas,True
Epidemic,2022-09-15 19:31,Polo G,177272,170DNUSnQRp1tGpppF26pA,Epidemic,77,177273,1,['Polo G'],['6AgTAQt8XS6jRWi4sX7w49'],2020-09-25,0.616,0.617,1,-8.431000000000001,1,0.52,0.128,0.0,0.177,0.47600000000000003,175.929,4,Polo G,True
Erase Your Social,2022-08-26 13:54,Lil Uzi Vert,199993,4uhvMW7ly7tJil31YYscAN,Erase Your Social,75,199993,1,['Lil Uzi Vert'],['4O15NlyKLIASxsJ0PrXPfz'],2016-08-10,0.705,0.609,3,-5.728,1,0.0729,0.6940000000000001,0.0,0.23399999999999999,0.718,140.058,4,Lil Uzi Vert,True
Está Cabrón Ser Yo,2022-09-01 22:47,Bad Bunny,227939,4saHEjXw7O1NXJOzBkUKKG,Está Cabrón Ser Yo,71,227939,1,"['Bad Bunny', 'Anuel AA']","['4q3ewBCX7sLwd24euuV69X', '2R21vXR83lH98kGeO99Y66']",2020-02-28,0.81,0.8540000000000001,10,-3.9989999999999997,0,0.254,0.0732,0.0,0.12300000000000001,0.879,154.083,4,Bad Bunny,True
Evermore,2021-09-25 18:02,Dan Stevens,1570,3Yn97I3qIj7Px0Bi4rkD2q,Evermore,66,194542,0,['Dan Stevens'],['5lLVsxABqSuosfqAoLQeXV'],2017-03-10,0.285,0.396,1,-8.741,1,0.0318,0.674,6.6e-05,0.102,0.21899999999999997,79.442,3,Dan Stevens,False
Every Season,2021-09-29 18:20,Roddy Ricch,214375,1ttPzkTSpQUFcEGx8bjerL,Every Season,70,214376,1,['Roddy Ricch'],['757aE44tKEUQEqRuT6GnEB'],2018-11-02,0.9359999999999999,0.7040000000000001,5,-5.47,0,0.457,0.0632,0.0,0.10400000000000001,0.5660000000000001,130.02200000000002,4,Roddy Ricch,True
Everybody Talks,2022-05-07 16:16,Neon Trees,177280,2iUmqdfGZcHIhS3b9E9EWq,Everybody Talks,82,177280,0,['Neon Trees'],['0RpddSzUHfncUWNJXKOsjy'],2012-01-01,0.47100000000000003,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,4,Neon Trees,True
Everything's Magic,2022-09-06 19:20,Angels & Airwaves,231413,4eC8Cq2Q6zIelJgF4nC2DK,Everything's Magic,49,231413,0,['Angels & Airwaves'],['7xklw3WodFZiNNmQt3DIgp'],2007-01-01,0.409,0.9329999999999999,0,-3.3,1,0.0458,6.54e-05,5.17e-05,0.147,0.8590000000000001,216.02,4,Angels & Airwaves,True
Everytime We Touch,2021-12-01 17:48,Cascada,10630,5aEqcblO0Z6JloFJXtxyhe,Everytime We Touch,64,197124,0,['Cascada'],['0N0d3kjwdY2h7UVuTdJGfp'],2006,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.02700000000002,4,Cascada,False
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",2022-03-22 17:18,A$AP Rocky,233786,4X5f3vT8MRuXF68pfjNte5,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",77,233787,1,"['A$AP Rocky', 'Drake', '2 Chainz', 'Kendrick Lamar']","['13ubrt8QOOCPljQ2FL1Kca', '3TVXtAsR1Inumwj472S9r4', '17lzZA2AlOHwCwFALHttmp', '2YZyLoL8N0Wb9xBt1NhZWg']",2013,0.853,0.693,1,-6.87,1,0.275,0.0239,0.0,0.11,0.662,95.96700000000001,4,A$AP Rocky,True
"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",2022-06-27 16:11,The Kid LAROI,20501,0DYNL4xbYWgNzppUamtyR4,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",81,144860,1,"['The Kid LAROI', 'Machine Gun Kelly']","['2tIP7SsRs7vjIcLrU85W8J', '6TIYQ3jFPwQSRmorSezPxX']",2020-11-06,0.721,0.632,5,-6.695,0,0.0358,0.0693,0.0,0.29100000000000004,0.29600000000000004,92.057,4,The Kid LAROI,False
F.N,2021-11-04 23:33,Lil Tjay,224000,0RLLvYBopDwooCyvnTwgYu,F.N,84,224000,1,['Lil Tjay'],['6jGMq4yGs7aQzuGsMgVgZR'],2019-10-11,0.5670000000000001,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,1,Lil Tjay,True
FEEL SOMETHING (feat. Marshmello),2021-10-29 18:23,The Kid LAROI,117730,1yP6g2Ka4CisR3i2cuIcjK,FEEL SOMETHING (feat. Marshmello),73,139041,1,"['The Kid LAROI', 'Marshmello']","['2tIP7SsRs7vjIcLrU85W8J', '64KEffDW9EtZ1y2vBYgq8T']",2020-11-06,0.523,0.609,1,-7.8020000000000005,1,0.191,0.059000000000000004,0.0,0.14,0.374,154.05100000000002,4,The Kid LAROI,True
FML,2022-03-15 19:07,Arizona Zervas,223000,6lruHh1jF7ezgbLv72xYmf,FML,78,223000,1,['Arizona Zervas'],['0vRvGUQVUjytro0xpb26bs'],2018-06-03,0.8220000000000001,0.575,5,-5.95,1,0.0934,0.113,0.0,0.106,0.616,100.087,4,Arizona Zervas,True
Face Of My City (feat. Lil Baby),2022-08-22 13:49,Jack Harlow,123446,6MDdceLYec4AxohmorE4vH,Face Of My City (feat. Lil Baby),73,123447,1,"['Jack Harlow', 'Lil Baby']","['2LIk90788K0zvyj2JJVwkJ', '5f7VJjfbwm532GiveGC0ZK']",2020-12-11,0.74,0.5660000000000001,1,-8.389,0,0.32,0.0034,0.0,0.589,0.342,156.197,4,Jack Harlow,True
Fade Away,2022-08-30 16:17,The Kid LAROI,150250,32ypPhtgTaETvFn3ZIHXTW,Fade Away,72,179252,1,"['The Kid LAROI', 'Lil Tjay']","['2tIP7SsRs7vjIcLrU85W8J', '6jGMq4yGs7aQzuGsMgVgZR']",2020-04-17,0.726,0.414,9,-12.296,0,0.26899999999999996,0.406,0.0,0.0713,0.47,150.009,4,The Kid LAROI,True
Family,2022-08-30 16:20,The Chainsmokers,194826,3TKpJrY9q49Mj1JOsM9zGL,Family,70,194827,0,"['The Chainsmokers', 'Kygo']","['69GGBxA162lTqCwzJG5jLp', '23fqKkggKUBHNkbKtXEls4']",2019-12-06,0.584,0.607,11,-6.605,1,0.0356,0.426,0.0,0.10099999999999999,0.374,117.81700000000001,4,The Chainsmokers,True
Fancy,2021-12-10 19:00,Iggy Azalea,3097,3W3KtDwAIg3mAruSpnfG3Q,Fancy,72,199938,1,"['Iggy Azalea', 'Charli XCX']","['5yG7ZAZafVaAlMTeBybKAL', '25uiPmTg16RbhZWAqwLBy5']",2014-01-01,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.98100000000001,4,Iggy Azalea,False
Fantasias,2022-09-22 18:39,Rauw Alejandro,205941,6mAN61JH0dzyZpWslS11jy,Fantasias,79,199711,0,"['Rauw Alejandro', 'Farruko']","['1mcTU81TzQhprhouKaTkpq', '329e4yvIujISKGKz1BZZbO']",2019-08-29,0.879,0.703,1,-4.218999999999999,1,0.0701,0.14300000000000002,0.0,0.0569,0.7879999999999999,94.00399999999999,4,Rauw Alejandro,True
